2008-02-25 00:19:32,2008-02-25 00:21:23,6
2008-02-25 00:22:46,2008-02-25 09:34:12,10
2008-02-25 09:37:16,2008-02-25 09:38:02,4
2008-02-25 09:49:23,2008-02-25 09:53:28,13
2008-02-25 09:57:21,2008-02-25 10:01:30,19
2008-02-25 10:02:27,2008-02-25 10:12:41,5
2008-02-25 10:19:05,2008-02-25 16:55:37,1
2008-02-25 16:58:44,2008-02-25 16:59:55,20
2008-02-25 17:00:30,2008-02-25 17:01:33,4
2008-02-25 17:19:23,2008-02-25 17:54:54,25
2008-02-25 17:54:55,2008-02-25 17:55:58,17
2008-02-25 17:55:59,2008-02-25 18:31:52,25
2008-02-25 18:31:53,2008-02-25 18:33:37,4
2008-02-25 18:33:38,2008-02-25 19:40:25,25
2008-02-25 19:40:26,2008-02-25 20:22:58,15
2008-02-25 20:22:59,2008-02-25 20:23:10,25
2008-02-25 20:23:11,2008-02-25 20:23:35,17
2008-02-25 20:23:36,2008-02-25 20:23:53,25
2008-02-25 20:23:54,2008-02-25 20:46:27,3
2008-02-25 20:46:28,2008-02-25 21:51:28,25
2008-02-25 21:51:29,2008-02-25 21:52:36,4
2008-02-25 21:52:37,2008-02-25 21:55:26,25
2008-02-25 21:55:32,2008-02-25 21:59:07,16
2008-02-25 23:05:34,2008-02-25 23:19:10,18
2008-02-25 23:21:14,2008-02-25 23:22:37,10
2008-02-25 23:22:38,2008-02-25 23:24:38,6
2008-02-25 23:24:39,2008-02-25 23:28:29,10
2008-02-25 23:28:30,2008-02-25 23:29:14,4
2008-02-25 23:29:15,2008-02-26 00:39:23,10
2008-02-26 00:39:24,2008-02-26 00:39:39,4
2008-02-26 00:39:40,2008-02-26 03:13:38,10
2008-02-26 03:13:39,2008-02-26 03:14:40,4
2008-02-26 03:14:41,2008-02-26 08:35:58,10
2008-02-26 08:35:59,2008-02-26 08:36:38,4
2008-02-26 08:36:39,2008-02-26 09:15:30,10
2008-02-26 09:15:40,2008-02-26 09:19:00,4
2008-02-26 09:26:42,2008-02-26 09:29:08,13
2008-02-26 09:48:07,2008-02-26 09:58:56,5
2008-02-26 10:05:59,2008-02-26 20:34:20,1
2008-02-26 20:36:41,2008-02-26 21:02:33,25
2008-02-26 21:02:34,2008-02-26 21:04:01,4
2008-02-26 21:04:02,2008-02-26 21:39:21,25
2008-02-26 21:39:22,2008-02-26 21:40:12,17
2008-02-26 21:40:13,2008-02-26 22:11:29,25
2008-02-26 22:55:59,2008-02-26 22:58:50,4
2008-02-26 22:59:36,2008-02-26 23:00:34,6
2008-02-26 23:01:33,2008-02-27 05:29:10,10
2008-02-27 05:29:11,2008-02-27 05:30:25,4
2008-02-27 05:30:26,2008-02-27 08:00:48,10
2008-02-27 08:01:22,2008-02-27 08:02:58,13
2008-02-27 08:13:55,2008-02-27 08:16:06,4
2008-02-27 08:16:45,2008-02-27 08:27:19,5
2008-02-27 08:34:24,2008-02-27 18:59:03,1
2008-02-27 18:59:55,2008-02-27 19:19:07,15
2008-02-27 19:19:51,2008-02-27 19:20:10,17
2008-02-27 23:03:22,2008-02-27 23:05:40,4
2008-02-27 23:06:09,2008-02-27 23:14:26,19
2008-02-28 00:08:57,2008-02-28 00:10:45,6
2008-02-28 00:11:05,2008-02-28 00:13:58,4
2008-02-28 00:16:15,2008-02-28 07:06:26,10
2008-02-28 07:06:27,2008-02-28 07:07:24,4
2008-02-28 07:07:25,2008-02-28 09:48:33,10
2008-02-28 09:48:55,2008-02-28 09:49:32,4
2008-02-28 09:49:58,2008-02-28 09:51:46,13
2008-02-28 10:35:24,2008-02-28 10:37:49,4
2008-02-28 10:38:00,2008-02-28 10:49:22,5
2008-02-28 10:58:02,2008-02-28 18:34:57,1
2008-02-28 18:35:21,2008-02-28 18:37:49,16
2008-02-28 18:48:01,2008-02-28 18:48:51,4
2008-02-28 18:49:19,2008-02-28 18:51:27,6
2008-02-28 18:53:26,2008-02-28 21:35:30,1
2008-02-28 21:40:40,2008-02-28 21:42:22,4
2008-02-28 22:20:56,2008-02-28 22:21:22,16
2008-02-28 23:21:40,2008-02-28 23:23:18,6
2008-02-28 23:23:35,2008-02-28 23:24:25,4
2008-02-28 23:24:40,2008-02-29 08:03:12,10
2008-02-29 08:03:13,2008-02-29 08:04:22,4
2008-02-29 08:04:23,2008-02-29 10:20:47,10
2008-02-29 10:22:46,2008-02-29 10:26:49,13
2008-02-29 10:30:01,2008-02-29 10:30:37,4
2008-02-29 10:30:55,2008-02-29 10:40:45,5
2008-02-29 10:48:43,2008-02-29 18:18:34,1
2008-02-29 18:41:13,2008-02-29 19:21:59,1
2008-02-29 19:24:05,2008-02-29 19:25:05,4
2008-02-29 19:41:22,2008-02-29 19:44:13,18
2008-02-29 19:44:50,2008-02-29 20:59:56,15
2008-02-29 22:03:06,2008-03-02 19:37:56,1
2008-03-02 20:32:09,2008-03-02 20:34:45,22
2008-03-02 20:35:53,2008-03-02 20:37:02,6
2008-03-02 20:37:05,2008-03-02 20:37:41,4
2008-03-02 20:57:26,2008-03-02 21:01:27,16
2008-03-02 21:49:34,2008-03-02 21:50:09,23
2008-03-02 21:57:57,2008-03-02 22:03:12,4
2008-03-02 22:03:51,2008-03-03 08:49:59,10
2008-03-03 08:50:25,2008-03-03 08:52:12,4
2008-03-03 09:01:32,2008-03-03 09:03:18,13
2008-03-03 09:17:14,2008-03-03 09:32:32,5
2008-03-03 09:44:52,2008-03-04 09:08:02,1
2008-03-04 09:08:26,2008-03-04 09:10:00,6
2008-03-04 09:10:38,2008-03-04 09:11:33,4
2008-03-04 09:15:43,2008-03-04 18:20:12,1
2008-03-04 18:20:29,2008-03-04 18:23:27,4
2008-03-04 18:24:10,2008-03-04 18:25:39,22
2008-03-04 18:28:05,2008-03-04 18:29:10,6
2008-03-04 18:30:26,2008-03-04 23:43:46,1
2008-03-04 23:44:21,2008-03-04 23:45:21,4
2008-03-04 23:46:11,2008-03-04 23:46:42,23
2008-03-04 23:52:12,2008-03-04 23:52:48,17
2008-03-05 00:01:19,2008-03-05 00:04:45,4
2008-03-05 00:18:01,2008-03-05 00:19:54,6
2008-03-05 00:20:27,2008-03-05 00:21:32,4
2008-03-05 00:21:43,2008-03-05 06:00:12,10
2008-03-05 06:00:13,2008-03-05 06:01:08,4
2008-03-05 06:01:09,2008-03-05 09:28:27,10
2008-03-05 09:28:50,2008-03-05 09:29:38,4
2008-03-05 09:29:55,2008-03-05 09:31:31,13
2008-03-05 09:45:37,2008-03-05 09:53:46,5
2008-03-05 10:11:38,2008-03-05 19:48:47,1
2008-03-05 19:51:28,2008-03-05 20:13:13,15
2008-03-05 20:13:14,2008-03-05 20:14:35,4
2008-03-05 20:14:36,2008-03-05 20:26:59,15
2008-03-05 23:07:01,2008-03-05 23:08:21,4
2008-03-05 23:30:36,2008-03-05 23:32:31,6
2008-03-05 23:32:46,2008-03-05 23:33:19,4
2008-03-05 23:33:38,2008-03-06 04:38:01,10
2008-03-06 04:38:02,2008-03-06 04:38:56,4
2008-03-06 04:38:57,2008-03-06 08:39:21,10
2008-03-06 08:39:34,2008-03-06 08:40:18,4
2008-03-06 09:04:04,2008-03-06 09:09:55,13
2008-03-06 09:38:47,2008-03-06 09:43:12,4
2008-03-06 10:23:13,2008-03-06 10:31:04,5
2008-03-06 10:37:28,2008-03-06 17:41:27,1
2008-03-06 17:46:01,2008-03-06 17:46:29,17
2008-03-06 18:52:41,2008-03-06 18:53:54,4
2008-03-06 18:54:03,2008-03-06 19:38:33,15
2008-03-06 19:40:02,2008-03-06 19:40:26,17
2008-03-06 19:53:36,2008-03-06 19:57:49,19
2008-03-06 20:05:14,2008-03-06 20:12:33,18
2008-03-06 21:34:40,2008-03-06 21:37:25,16
2008-03-06 21:37:33,2008-03-06 21:37:57,17
2008-03-06 22:44:14,2008-03-06 22:47:12,4
2008-03-06 23:14:41,2008-03-06 23:17:08,6
2008-03-06 23:17:37,2008-03-06 23:18:25,4
2008-03-06 23:18:33,2008-03-07 06:59:51,10
2008-03-07 06:59:52,2008-03-07 07:00:40,4
2008-03-07 07:00:41,2008-03-07 08:39:00,10
2008-03-07 08:44:08,2008-03-07 08:45:17,4
2008-03-07 08:49:12,2008-03-07 08:49:53,17
2008-03-07 08:50:10,2008-03-07 08:51:44,13
2008-03-07 09:07:38,2008-03-07 09:16:41,5
2008-03-07 09:28:59,2008-03-08 01:08:05,1
2008-03-08 01:11:53,2008-03-08 01:12:43,17
2008-03-08 03:21:30,2008-03-08 03:23:12,4
2008-03-08 03:26:01,2008-03-08 08:20:26,10
2008-03-08 08:20:48,2008-03-08 08:21:51,4
2008-03-08 08:21:53,2008-03-08 08:22:52,17
2008-03-08 08:33:06,2008-03-08 08:36:08,4
2008-03-08 10:00:23,2008-03-08 10:01:50,4
2008-03-08 10:02:20,2008-03-08 10:26:08,10
2008-03-08 10:26:21,2008-03-08 10:29:34,13
2008-03-08 11:12:22,2008-03-08 11:15:27,4
2008-03-08 11:15:42,2008-03-08 11:24:31,5
2008-03-08 11:35:57,2008-03-10 06:19:24,1
2008-03-10 06:21:27,2008-03-10 08:34:39,10
2008-03-10 08:35:03,2008-03-10 08:36:02,4
2008-03-10 08:49:48,2008-03-10 08:51:57,4
2008-03-10 09:25:57,2008-03-10 09:27:24,13
2008-03-10 09:35:34,2008-03-10 09:41:41,18
2008-03-10 09:46:55,2008-03-10 09:57:53,5
2008-03-10 10:28:58,2008-03-10 19:23:56,1
2008-03-10 19:24:50,2008-03-10 19:25:44,4
2008-03-10 19:33:35,2008-03-10 20:10:42,15
2008-03-10 20:10:53,2008-03-10 20:11:24,17
2008-03-10 20:52:59,2008-03-10 20:55:01,4
2008-03-10 21:31:57,2008-03-10 21:34:53,17
2008-03-10 22:03:17,2008-03-10 22:04:00,4
2008-03-10 22:05:36,2008-03-11 06:51:35,10
2008-03-11 06:51:36,2008-03-11 06:53:02,4
2008-03-11 06:53:03,2008-03-11 08:43:44,10
2008-03-11 09:00:48,2008-03-11 09:02:15,4
2008-03-11 09:15:38,2008-03-11 09:18:23,4
2008-03-11 09:18:38,2008-03-11 09:29:06,5
2008-03-11 09:33:30,2008-03-11 17:57:50,1
2008-03-11 17:58:06,2008-03-11 18:12:51,15
2008-03-11 18:16:02,2008-03-11 18:16:30,17
2008-03-11 18:29:55,2008-03-11 18:30:43,4
2008-03-11 18:34:57,2008-03-11 20:42:24,1
2008-03-11 20:48:09,2008-03-11 20:53:15,17
2008-03-11 21:13:47,2008-03-11 21:14:13,17
2008-03-11 21:51:57,2008-03-11 21:53:05,4
2008-03-11 21:53:31,2008-03-12 03:04:55,10
2008-03-12 03:04:56,2008-03-12 03:05:52,4
2008-03-12 03:05:53,2008-03-12 08:41:25,10
2008-03-12 08:41:34,2008-03-12 08:42:58,4
2008-03-12 09:48:38,2008-03-12 09:52:19,13
2008-03-12 09:59:24,2008-03-12 09:59:52,17
2008-03-12 11:02:08,2008-03-12 11:04:33,4
2008-03-12 11:09:39,2008-03-12 12:21:38,1
2008-03-12 12:41:17,2008-03-12 12:47:04,5
2008-03-12 12:53:59,2008-03-13 00:53:37,1
2008-03-13 00:54:16,2008-03-13 00:56:11,16
2008-03-13 01:18:35,2008-03-13 01:21:26,4
2008-03-13 01:23:56,2008-03-13 06:27:59,10
2008-03-13 06:28:00,2008-03-13 06:29:10,4
2008-03-13 06:29:11,2008-03-13 08:22:10,10
2008-03-13 08:22:17,2008-03-13 08:23:02,4
2008-03-13 09:19:46,2008-03-13 09:21:15,13
2008-03-13 09:40:53,2008-03-13 09:47:52,5
2008-03-13 09:57:29,2008-03-13 17:50:41,1
2008-03-13 17:53:10,2008-03-13 17:54:11,4
2008-03-13 18:39:18,2008-03-13 18:40:05,16
2008-03-13 19:07:20,2008-03-13 20:28:08,25
2008-03-13 20:31:24,2008-03-13 20:33:23,4
2008-03-13 20:34:13,2008-03-14 00:38:02,1
2008-03-14 00:38:13,2008-03-14 00:39:11,4
2008-03-14 00:45:01,2008-03-14 05:29:08,10
2008-03-14 05:29:09,2008-03-14 05:43:33,4
2008-03-14 05:43:34,2008-03-14 08:58:49,10
2008-03-14 09:12:51,2008-03-14 09:14:13,4
2008-03-14 09:15:01,2008-03-14 09:18:16,13
2008-03-14 09:57:12,2008-03-14 10:00:51,4
2008-03-14 10:31:08,2008-03-14 10:42:06,5
2008-03-14 10:48:53,2008-03-14 17:13:38,1
2008-03-14 17:13:53,2008-03-14 17:15:27,16
2008-03-14 17:19:58,2008-03-14 17:20:59,4
2008-03-14 17:55:14,2008-03-14 22:55:11,1
2008-03-14 22:55:39,2008-03-14 22:57:58,16
2008-03-14 23:04:20,2008-03-14 23:05:15,4
2008-03-14 23:57:05,2008-03-14 23:58:06,4
2008-03-14 23:59:37,2008-03-15 04:06:48,10
2008-03-15 04:06:49,2008-03-15 04:07:52,4
2008-03-15 04:07:53,2008-03-15 08:59:42,10
2008-03-15 08:59:43,2008-03-15 09:00:31,4
2008-03-15 09:00:32,2008-03-15 09:53:24,10
2008-03-15 10:07:07,2008-03-15 10:09:28,4
2008-03-15 10:09:41,2008-03-15 10:11:58,13
2008-03-15 10:40:17,2008-03-15 10:41:44,4
2008-03-15 12:36:19,2008-03-15 12:37:18,4
2008-03-15 13:41:35,2008-03-15 13:43:13,16
2008-03-15 14:30:30,2008-03-15 14:32:01,4
2008-03-15 14:34:50,2008-03-15 14:46:27,5
2008-03-15 15:39:17,2008-03-15 15:41:15,22
2008-03-15 15:41:39,2008-03-15 15:46:38,19
2008-03-15 15:46:47,2008-03-15 15:47:00,16
2008-03-15 16:10:05,2008-03-15 16:13:03,18
2008-03-15 18:01:29,2008-03-15 18:05:07,23
2008-03-15 18:15:12,2008-03-15 18:39:46,15
2008-03-15 18:55:10,2008-03-15 18:55:45,17
2008-03-15 19:32:30,2008-03-15 19:34:34,23
2008-03-15 19:44:01,2008-03-15 19:44:59,4
2008-03-15 19:45:12,2008-03-16 00:29:53,1
2008-03-16 00:31:55,2008-03-16 00:36:48,16
2008-03-16 01:30:31,2008-03-16 01:31:06,4
2008-03-16 01:31:27,2008-03-16 09:06:12,10
2008-03-16 09:06:31,2008-03-16 09:07:41,4
2008-03-16 09:19:59,2008-03-16 09:23:10,4
2008-03-16 10:03:54,2008-03-16 10:05:36,13
2008-03-16 10:42:03,2008-03-16 10:49:59,5
2008-03-16 11:27:49,2008-03-16 21:37:31,1
2008-03-16 21:38:04,2008-03-16 21:39:05,4
2008-03-16 22:02:53,2008-03-16 22:47:13,10
2008-03-16 22:47:14,2008-03-16 22:48:01,4
2008-03-16 22:48:02,2008-03-17 05:44:22,10
2008-03-17 05:44:23,2008-03-17 05:45:09,4
2008-03-17 05:45:10,2008-03-17 08:10:20,10
2008-03-17 08:29:59,2008-03-17 08:31:09,4
2008-03-17 08:31:58,2008-03-17 08:33:12,13
2008-03-17 08:54:13,2008-03-17 09:05:56,5
2008-03-17 09:09:16,2008-03-17 09:14:18,4
2008-03-17 09:16:17,2008-03-17 19:11:51,1
2008-03-17 19:13:03,2008-03-17 19:14:10,4
2008-03-17 19:43:50,2008-03-17 20:04:56,15
2008-03-17 20:04:57,2008-03-17 20:07:01,4
2008-03-17 20:07:02,2008-03-17 20:15:37,15
2008-03-17 20:17:08,2008-03-17 20:17:17,17
2008-03-17 21:33:41,2008-03-17 21:33:58,17
2008-03-17 22:26:15,2008-03-17 22:27:09,4
2008-03-18 00:48:12,2008-03-18 00:49:08,4
2008-03-18 00:49:08,2008-03-18 00:50:39,6
2008-03-18 00:51:48,2008-03-18 06:23:13,10
2008-03-18 06:23:14,2008-03-18 06:23:59,4
2008-03-18 06:24:00,2008-03-18 07:48:30,10
2008-03-18 08:15:09,2008-03-18 08:19:21,4
2008-03-18 08:20:32,2008-03-18 08:23:41,13
2008-03-18 08:39:32,2008-03-18 08:52:29,5
2008-03-18 09:14:20,2008-03-18 18:00:27,1
2008-03-18 18:00:59,2008-03-18 18:08:18,4
2008-03-18 18:21:36,2008-03-18 18:23:42,4
2008-03-18 18:25:00,2008-03-18 23:39:56,1
2008-03-19 00:40:31,2008-03-19 00:42:07,4
2008-03-19 00:42:16,2008-03-19 00:43:40,6
2008-03-19 00:44:11,2008-03-19 07:50:58,10
2008-03-19 07:50:59,2008-03-19 07:51:58,4
2008-03-19 07:51:59,2008-03-19 08:43:24,10
2008-03-19 09:38:13,2008-03-19 09:44:21,13
2008-03-19 09:48:29,2008-03-19 09:49:10,4
2008-03-19 09:49:25,2008-03-19 10:00:23,5
2008-03-19 10:08:27,2008-03-19 17:15:16,1
2008-03-19 17:19:28,2008-03-19 17:22:04,5
2008-03-19 17:26:39,2008-03-19 20:20:07,1
2008-03-19 20:46:18,2008-03-19 20:49:01,4
2008-03-19 21:49:08,2008-03-19 21:51:46,4
2008-03-19 21:52:25,2008-03-19 21:53:56,6
2008-03-19 21:54:29,2008-03-20 00:35:05,10
2008-03-20 00:35:06,2008-03-20 00:36:00,4
2008-03-20 00:36:01,2008-03-20 06:57:52,10
2008-03-20 06:57:53,2008-03-20 06:58:39,4
2008-03-20 06:58:40,2008-03-20 08:31:02,10
2008-03-20 08:45:41,2008-03-20 08:47:06,4
2008-03-20 09:11:55,2008-03-20 09:15:14,13
2008-03-20 09:42:26,2008-03-20 09:50:22,5
2008-03-20 09:56:46,2008-03-20 22:49:41,1
2008-03-20 22:51:10,2008-03-20 22:55:31,4
2008-03-20 23:36:23,2008-03-20 23:41:10,4
2008-03-20 23:56:36,2008-03-20 23:58:08,6
2008-03-20 23:58:42,2008-03-20 23:59:26,4
2008-03-20 23:59:37,2008-03-21 03:49:44,10
2008-03-21 03:49:45,2008-03-21 03:50:46,4
2008-03-21 03:50:47,2008-03-21 08:30:55,10
2008-03-21 08:30:56,2008-03-21 08:31:35,4
2008-03-21 08:31:36,2008-03-21 09:04:25,10
2008-03-21 09:13:21,2008-03-21 09:15:32,4
2008-03-21 09:17:46,2008-03-21 09:24:43,5
2008-03-21 09:42:28,2008-03-21 15:51:38,1
2008-03-21 15:51:57,2008-03-21 15:53:09,4
2008-03-21 17:03:48,2008-03-21 18:05:17,10
